#vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar
3.05469932912076,0.00277710557921965,0.00510125001892447,4.72052097320557,0.211882159113884,0.00715585006400943,1143.75,1150,0,0
3.092182963418,0.00339917426217604,0.00511599890887737,4.59285354614258,0.184136733412743,0.00715585006400943,1143.75,1150,0,0
3.12800758343701,0.00355932593980332,0.00338505255058408,4.43040084838867,0.133035883307457,0.00715585006400943,1056.25,1031.25,0,0
3.16351961926982,0.00380429987951622,0.000632937881164253,4.33141565322876,0.105814889073372,0.00715585006400943,1031.25,1031.25,0,0
3.19813272958038,0.00377542267594174,6.02071922912728e-05,4.22707796096802,0.0792020112276077,0.00645771808922291,1106.25,1037.5,0,0
3.23263093636008,0.00368945851478128,-0.00136747246142477,4.16908121109009,0.0605978108942509,0.00645771808922291,1106.25,1118.75,0,0
3.26781338931584,0.00285311724711446,-0.000233872473472729,4.20190811157227,0.00227634864859283,0.00558505346998572,1106.25,1118.75,0,0
3.3039943455077,0.00245455809407782,-0.00140692852437496,4.2823166847229,0.00980510748922825,0.00488692196086049,1112.5,1012.5,0,0
3.34090170588048,0.00185214983575199,0.000672845810186118,4.3676495552063,0.000362926162779331,0.00488692196086049,1068.75,1037.5,0,0
3.37842055224419,0.000932186792291533,-0.000593529257457703,4.43789434432983,-0.0239579081535339,0.00401425734162331,1025,1025,0,0
3.41616995469395,-0.000126498897169158,0.0018823251593858,4.48649454116821,-0.0398081950843334,0.00401425734162331,1068.75,1056.25,0,0
3.45244847791178,-0.00110228562329651,0.000342570769134909,4.41744756698608,-0.0471972078084946,0.00401425734162331,1068.75,1056.25,0,0
3.48925411372414,-0.00120864488621025,-0.000324327818816528,4.42244338989258,0.00348012452013791,0.00401425734162331,1137.5,1106.25,0,0
3.52515109401527,-0.00146660342924621,-0.00375899625942111,4.35349988937378,0.0118022486567497,0.00401425734162331,1106.25,1093.75,0,0
3.55980075863687,-0.000884486476738233,-0.00476318504661322,4.24259567260742,0.0720547884702682,0.00401425734162331,1050,1093.75,0,0
3.59595688604727,-0.000962683588211638,-0.00505560031160712,4.28590059280396,0.0519827380776405,0.00488692196086049,1031.25,1037.5,0,0
3.63167836758226,-0.000167759997054616,-0.0047617400996387,4.2864556312561,0.106816716492176,0.00488692196086049,1031.25,1037.5,0,0
3.6688926321184,-0.000902355181829555,-0.00413603521883488,4.39347124099731,0.0190359614789486,0.00488692196086049,1131.25,1131.25,0,0
3.70583362266508,-0.00170251684378957,-0.00377840688452125,4.41837644577026,-0.0170500259846449,0.00488692196086049,1031.25,1150,0,0
3.74341710510332,-0.00311051948551216,-0.00101110246032476,4.46799182891846,-0.0668145641684532,0.00488692196086049,1150,1093.75,0,0
3.78117439064307,-0.00515152054172867,-0.000859406311064959,4.50978660583496,-0.137850880622864,0.00488692196086049,1162.5,1087.5,0,0
3.81885426027741,-0.00701087241103742,-0.000986259081400931,4.52139759063721,-0.147715985774994,0.00488692196086049,1162.5,1087.5,0,0
3.85685422977696,-0.00896829771614923,-0.0032174764201045,4.54915952682495,-0.171143546700478,0.00558505346998572,1068.75,1093.75,0,0
3.89468679143322,-0.0104176428482671,-0.000658971781376749,4.60574197769165,-0.142081290483475,0.00488692196086049,1125,1168.75,0,0
3.93221923029614,-0.00987503260634941,-0.000931176182348281,4.60176610946655,0.0133763626217842,0.00488692196086049,1087.5,1181.25,0,0
3.97061662472851,-0.00880137285072004,-0.00323154777288437,4.65952920913696,0.111950069665909,0.00488692196086049,1106.25,1168.75,0,0
4.00954044569883,-0.00714277939966912,-0.00368451932445168,4.7388710975647,0.22010749578476,0.00488692196086049,1106.25,1168.75,0,0
4.04812128567636,-0.00407407689005014,-0.000911195878870785,4.74030590057373,0.355139255523682,0.00558505346998572,1187.5,1162.5,0,0
4.08681828162467,-0.00189818558813024,-0.000257636420428753,4.74042224884033,0.362876802682877,0.00558505346998572,1187.5,1137.5,0,0
4.12633393545702,0.00116917432504615,0.000980221433565021,4.78334903717041,0.438498705625534,0.00558505346998572,1193.75,1131.25,0,0
4.16500132076914,0.00377449843710618,0.000185865661478601,4.73018074035645,0.41862365603447,0.00645771808922291,1137.5,1168.75,0,0
4.20392049504848,0.0051648959766371,0.00310345506295562,4.7312479019165,0.34220615029335,0.00645771808922291,1137.5,1168.75,0,0
4.24277205020853,0.0054935437692222,0.00300975679419935,4.7165093421936,0.20727165043354,0.00715585006400943,1081.25,1168.75,0,0
4.28036720274459,0.00424940967955889,0.00080867059295997,4.61775398254395,0.029235202819109,0.00645771808922291,1112.5,1175,0,0
4.31832821705687,0.00234425766465315,-0.000514941930305213,4.60620832443237,-0.106623113155365,0.00715585006400943,1175,1137.5,0,0
4.35491084816906,-0.000691202644583461,-0.000902520900126547,4.50378561019897,-0.237285658717155,0.00645771808922291,1187.5,1081.25,0,0
4.392170850977,-0.00264948944341986,-0.00107491167727858,4.49201822280884,-0.247261300683022,0.00645771808922291,1187.5,1081.25,0,0
4.42915928120872,-0.00528414201920437,-0.00134353886824101,4.47394800186157,-0.271627008914948,0.00645771808922291,1187.5,1131.25,0,0
4.46763064274263,-0.00677868666293098,-0.000549040909390897,4.56899356842041,-0.176197841763496,0.00645771808922291,1118.75,1181.25,0,0
4.50565701780766,-0.00885266879764965,0.00185649911873043,4.59249639511108,-0.137067079544067,0.00645771808922291,1162.5,1150,0,0
4.54465323297029,-0.00960910904211253,0.00359759712591767,4.67535209655762,-0.0040603163652122,0.00645771808922291,1100,1075,0,0
4.58427235832236,-0.0100515310565306,0.00382320280186832,4.78381252288818,0.0863301679491997,0.00645771808922291,1100,1075,0,0
4.62422410268741,-0.00841752598800281,0.00642254529520869,4.86387586593628,0.27960079908371,0.00645771808922291,1100,1156.25,0,0
4.6637417228161,-0.00667561201354817,0.00452933507040143,4.86396598815918,0.337111592292786,0.00645771808922291,1093.75,1125,0,0
4.7026695416728,-0.00378061703546795,0.00215166248381138,4.82151937484741,0.417526692152023,0.00645771808922291,1168.75,1143.75,0,0
4.74037480721969,-0.00266832753394287,0.00256483559496701,4.71205282211304,0.342231094837189,0.00645771808922291,1175,1087.5,0,0
4.77831847428507,-0.00103052727267259,0.00327315111644566,4.68617963790894,0.337121963500977,0.00645771808922291,1175,1087.5,0,0
4.81666609585066,0.000738837067938945,0.00330992182716727,4.68044900894165,0.333739161491394,0.00645771808922291,1087.5,1181.25,0,0
4.85594372528754,0.00257262697470914,0.00398683035746217,4.72834730148315,0.308586120605469,0.00645771808922291,1150,1150,0,0
4.89535239278409,0.00301318224991245,0.00588196516036987,4.76416969299316,0.204008772969246,0.00645771808922291,1193.75,1112.5,0,0
